horas_uso,dias_sin_mantenimiento,fallas_previas,antiguedad,horas_por_dia,uso_proyectado_30d,criticidad,tipo_maquina,fallo_30d
3384,63,2,2,19.523196301904797,585.6958890571439,2,2,1
3022,36,0,11,16.318032323046154,489.5409696913846,3,2,1
4741,121,2,13,17.61645842556364,528.4937527669092,3,2,1
5748,131,2,10,12.771619828793035,383.14859486379106,2,2,1
2298,87,1,3,12.035752730059468,361.072581901784,2,2,0
5102,78,0,5,10.81380808139804,324.4142424419412,2,2,0
1904,95,1,3,13.767776339748908,413.03329019246723,3,2,1
4026,19,0,6,14.621944802410022,438.6583440723007,3,2,1
3028,135,0,13,15.581298123833065,467.438943714992,3,2,1
5711,188,5,10,11.085422047984334,332.56266143953,3,2,1
3620,148,1,19,19.38384897083589,581.5154691250766,3,2,1
3646,143,1,8,10.03710197848563,301.1130593545689,3,2,0
5865,221,1,18,19.587838097196947,587.6351429159084,2,2,1
3289,9,1,3,8.178273470090046,245.34820410270137,3,2,0
4872,194,3,17,13.773508301802147,413.20524905406444,3,2,1
2485,110,2,8,12.000414057398753,360.0124217219626,3,2,1
4151,112,2,10,13.38948096716301,401.68442901489027,3,2,1
2440,0,1,2,14.847974947769469,445.43924843308406,2,2,1
1765,125,2,12,13.227069896152509,396.8120968845753,3,2,1
5479,86,3,6,12.978162203619139,389.34486610857414,2,2,1
3438,0,1,2,16.792680984959677,503.7804295487903,3,2,1
5092,6,1,3,16.230515301037578,486.91545903112734,2,2,1
5783,143,3,17,17.999255384430175,539.9776615329052,3,2,1
2149,49,1,7,10.999507774873948,329.9852332462184,2,2,0
4565,93,2,5,15.314342117048763,459.4302635114629,2,2,1
5142,89,3,1,15.022337424714246,450.6701227414274,2,2,1
2972,96,3,8,12.436853730472265,373.105611914168,2,2,1
3666,171,3,12,13.832690502832172,414.98071508496514,2,2,1
1463,180,0,14,11.765385719668744,352.9615715900623,3,2,0
5218,159,1,16,9.702132771403821,291.06398314211464,3,2,1
3181,126,0,10,10.565614527952794,316.96843583858384,2,2,1
2642,146,1,15,9.266163756814413,277.98491270443236,2,2,0
4888,110,1,15,16.196834902281488,485.9050470684446,3,2,1
1840,85,1,10,15.928728717309818,477.86186151929456,3,2,1
3654,109,2,7,19.407276458958474,582.2182937687543,3,2,1
5118,79,6,3,16.756140963766896,502.6842289130069,3,2,1
1565,75,0,2,8.624550065073578,258.73650195220733,2,2,0
1964,7,1,6,18.61094208714745,558.3282626144235,2,2,1
3282,41,1,9,18.352101955348708,550.5630586604613,2,2,1
1995,53,1,10,13.319843849272385,399.5953154781715,3,2,1
2187,78,2,4,15.030356606335058,450.91069819005173,3,2,1
5921,13,3,3,19.712939989670225,591.3881996901067,3,2,1
5311,124,2,9,14.387652366177996,431.62957098533985,2,2,0
4254,211,3,17,18.863861940513075,565.9158582153923,2,2,1
1656,212,2,14,8.996465093722238,269.89395281166713,2,2,1
3982,176,2,10,10.292622424504195,308.77867273512584,3,2,0
2113,106,0,13,13.289059321295813,398.6717796388744,2,2,1
5406,69,2,12,15.017081700047656,450.51245100142967,3,2,1
1556,17,1,1,17.794734222353604,533.8420266706081,2,2,1
4019,231,2,19,19.859145381718243,595.7743614515473,3,2,1
3304,186,4,19,12.666217957689398,379.9865387306819,3,2,1
3580,82,1,6,8.568987633681019,257.06962901043056,3,2,0
1051,116,1,13,17.6140580395439,528.4217411863169,3,2,1
2361,250,1,19,15.252568628993696,457.5770588698109,3,2,1
2194,98,1,13,10.38251430641842,311.4754291925526,3,2,0
5019,69,1,4,13.937941479457042,418.13824438371125,3,2,1
4138,90,0,2,16.907722946404693,507.23168839214077,3,2,1
2648,223,0,15,17.244941444823723,517.3482433447117,3,2,1
1671,108,2,12,13.995420943985144,419.8626283195543,3,2,1
1777,124,0,7,11.662574361546309,349.87723084638924,3,2,0
5927,158,2,18,19.684910984461922,590.5473295338577,3,2,1
3279,189,0,13,15.960351331477915,478.81053994433745,2,2,1
4022,235,0,17,12.898850232155585,386.96550696466755,2,2,1
2860,31,1,4,11.36555869045583,340.9667607136749,3,2,0
4139,178,2,14,16.773235796042744,503.19707388128234,3,2,1
2074,183,1,13,10.906201347125211,327.18604041375636,3,2,0
2716,47,1,3,10.060519867684258,301.81559603052773,3,2,0
2283,200,1,18,14.358006667544844,430.7402000263453,3,2,1
5686,181,3,14,11.479848711729701,344.3954613518911,3,2,1
2986,235,1,15,15.546861739083381,466.40585217250145,2,2,1
3633,0,2,3,9.415264098490802,282.45792295472404,3,2,0
2001,40,1,1,15.85929325480786,475.7787976442358,3,2,1
2046,120,1,17,11.399558335972426,341.9867500791728,2,2,1
3176,69,3,3,8.002915213214152,240.08745639642456,3,2,0
3338,110,0,14,9.523232692090117,285.6969807627035,3,2,1
2855,48,1,3,19.20338453402113,576.1015360206338,2,2,1
1500,109,2,13,18.408255669384292,552.2476700815288,2,2,1
3233,161,1,15,10.803308384434843,324.0992515330453,3,2,1
5574,231,3,18,17.340462854545894,520.2138856363769,2,2,1
3539,132,1,14,15.30285911808769,459.0857735426307,2,2,1
5608,116,1,3,19.650856537398433,589.5256961219529,2,2,1
4714,233,2,19,12.48326791440871,374.4980374322613,3,2,1
3332,180,1,8,16.177527350206056,485.3258205061817,3,2,1
1600,78,0,4,8.762428669087022,262.87286007261065,3,2,0
5284,74,3,4,12.75496816179687,382.6490448539061,2,2,1
1988,118,0,19,19.565811934258164,586.974358027745,3,2,1
2881,91,1,11,14.467770493401446,434.0331148020434,2,2,1
5483,49,4,1,11.454554040018134,343.636621200544,2,2,1
2754,95,1,8,9.443251557543283,283.2975467262985,3,2,0
3464,243,0,15,16.442340082178365,493.27020246535096,2,2,1
3223,34,1,1,15.738272521156722,472.14817563470166,3,2,1
5482,30,3,7,12.487264563245295,374.61793689735885,3,2,1
2494,149,1,11,19.41129622239001,582.3388866717003,2,2,1
1852,176,2,14,8.266433755854203,247.9930126756261,3,2,0
1451,144,1,16,11.64468621958191,349.3405865874573,3,2,0
3324,232,1,14,19.052833835594978,571.5850150678493,3,2,1
2758,55,1,12,11.851225259833285,355.53675779499855,2,2,0
5308,235,4,17,11.027034006262046,330.81102018786135,3,2,1
4353,140,2,14,14.410644919174967,432.319347575249,2,2,1
5136,81,2,10,17.885620999046456,536.5686299713936,3,2,1
5695,248,2,14,9.237761130540333,277.13283391621,2,2,1
4338,218,3,18,19.316248515748832,579.487455472465,3,2,1
3588,105,3,9,17.54087457417397,526.226237225219,2,2,1
2782,153,0,17,10.175003066618624,305.25009199855873,2,2,0
4520,99,2,6,16.544095534377952,496.32286603133855,3,2,1
2779,80,1,8,12.619504671650686,378.5851401495206,3,2,1
4132,190,1,13,12.827536136915825,384.82608410747474,3,2,1
4573,187,2,18,17.399481109266397,521.9844332779919,3,2,1
4218,125,3,5,19.553417695768786,586.6025308730636,2,2,1
4757,91,1,6,9.519870474166327,285.5961142249898,3,2,0
5016,236,4,19,13.047562842545833,391.426885276375,3,2,1
3837,115,0,4,13.771299297011643,413.1389789103493,2,2,1
3381,158,1,7,12.51574180345997,375.4722541037991,3,2,0
5239,81,0,4,12.3582694845947,370.748084537841,3,2,0
4936,98,3,11,8.627224010739159,258.8167203221748,3,2,0
5428,134,3,12,16.22646344675148,486.7939034025444,3,2,1
2419,150,2,14,13.234573005440545,397.03719016321634,3,2,1
5150,116,1,13,10.337525631727122,310.12576895181365,2,2,0
2330,80,0,10,17.79240202762482,533.7720608287447,2,2,1
3917,205,5,18,17.630728977819537,528.9218693345861,3,2,1
2446,118,0,16,13.836699537066725,415.10098611200175,2,2,1
2440,27,1,5,11.581407933773127,347.4422380131938,2,2,0
4744,26,0,8,15.657112709557428,469.71338128672284,3,2,1
3844,176,3,14,11.457825629328838,343.7347688798651,3,2,1
5175,88,1,5,10.832095163884544,324.96285491653634,2,2,1
1864,86,1,8,16.76617584831592,502.9852754494776,3,2,1
1471,122,1,6,8.483902876651408,254.51708629954223,3,2,0
2502,118,0,16,9.137221652415128,274.11664957245387,2,2,0
5684,117,8,4,8.081458088283078,242.44374264849233,3,2,1
2410,143,3,12,9.835318237705113,295.0595471311534,3,2,1
4770,98,2,11,8.827880104525514,264.8364031357654,3,2,0
2905,34,0,3,19.949628413359022,598.4888524007706,3,2,1
5659,118,3,12,11.465719639449075,343.97158918347225,2,2,1
5001,90,2,5,9.791216152030968,293.73648456092906,3,2,0
4504,121,4,6,10.891955095951015,326.7586528785305,2,2,0
4483,169,1,19,19.233506858481615,577.0052057544484,3,2,1
5562,175,6,18,14.241922676292749,427.25768028878247,3,2,1
1598,163,0,16,12.377817155694283,371.33451467082847,3,2,1
1991,61,2,11,18.480697494910633,554.4209248473189,2,2,1
2932,71,0,5,12.73988324658839,382.1964973976517,2,2,0
3784,174,2,9,12.020102839492349,360.60308518477046,2,2,1
4041,30,1,3,10.487390270596826,314.6217081179048,3,2,1
1066,91,1,8,12.533561886912938,376.00685660738816,2,2,0
4398,118,0,6,11.800212272203112,354.00636816609335,3,2,0
3750,112,4,4,16.127647511577692,483.82942534733075,2,2,1
1469,133,1,12,11.474992456048724,344.24977368146176,3,2,1
2724,123,0,12,14.926396957070738,447.7919087121221,2,2,1
4985,123,3,16,8.790705980383672,263.72117941151015,3,2,0
2631,129,0,10,10.295469880358173,308.86409641074516,3,2,0
1774,88,0,14,12.888863259336185,386.6658977800856,3,2,1
4012,66,3,13,19.243391046904346,577.3017314071304,3,2,1
3503,157,3,9,12.527023828588344,375.81071485765034,3,2,1
2486,101,0,7,15.96888945439801,479.0666836319403,3,2,0
5019,186,5,12,11.061046669056777,331.83140007170334,2,2,1
5227,55,3,5,9.52440291167878,285.73208735036343,2,2,0
1929,197,1,18,8.702439200960601,261.073176028818,3,2,0
4012,44,0,4,11.664961982513017,349.9488594753905,3,2,0
2505,42,2,2,9.891932321562896,296.75796964688686,3,2,0
5729,112,4,3,10.08812537619349,302.6437612858047,2,2,1
3944,135,3,12,17.1291117006434,513.8733510193019,2,2,1
3819,31,1,3,8.19005685133849,245.7017055401547,2,2,0
2184,12,1,4,14.693721508825213,440.8116452647564,2,2,0
1288,92,0,6,12.553536567121578,376.60609701364734,2,2,0
2811,173,1,12,14.078599998902567,422.357999967077,2,2,1
1527,155,1,19,14.753962846575234,442.61888539725703,2,2,1
1916,147,2,10,11.760412333487338,352.8123700046201,3,2,0
2708,5,1,1,11.541306322211422,346.23918966634267,2,2,0
4574,210,3,17,16.80082219201887,504.0246657605661,3,2,1
4319,169,2,16,18.455323857453887,553.6597157236166,2,2,1
2406,117,1,9,10.310979589502335,309.32938768507006,3,2,0
2241,79,1,9,9.171425126421788,275.14275379265365,3,2,0
4133,121,1,9,18.773549676704313,563.2064903011294,2,2,1
1798,117,3,12,12.198745563768783,365.9623669130635,3,2,1
2523,95,2,9,14.61580868795377,438.4742606386131,2,2,1
5107,104,3,15,12.314517734240042,369.43553202720125,3,2,1
5928,25,2,2,9.509628036152616,285.2888410845785,2,2,0
3888,106,2,11,15.071979739372736,452.15939218118206,3,2,1
3690,140,2,11,14.301690221235557,429.0507066370667,3,2,1
5091,132,3,8,10.435922710294367,313.077681308831,2,2,0
2241,58,1,6,13.422428535827335,402.67285607482006,3,2,1
1690,84,1,7,17.56337004818775,526.9011014456325,2,2,0
1527,126,1,3,15.085113237294696,452.55339711884085,3,2,1
2495,104,1,8,9.163007924803939,274.89023774411817,3,2,0
4825,162,2,18,14.57625796674962,437.28773900248865,3,2,1
3893,108,2,17,16.432859591475044,492.9857877442513,2,2,1
1892,83,0,11,17.512440869369016,525.3732260810705,3,2,1
1386,10,0,2,15.549410943611202,466.48232830833604,3,2,1
2249,261,0,19,9.831897974489404,294.9569392346821,2,2,0
3528,52,0,7,16.52207919908193,495.6623759724579,2,2,1
5503,191,3,18,16.128102152978197,483.84306458934594,2,2,1
4528,123,3,8,8.293122595287599,248.79367785862797,3,2,0
1897,196,2,14,12.940972011082918,388.22916033248754,2,2,1
1710,91,1,7,11.995402963548479,359.86208890645435,3,2,1
4695,51,2,4,16.03294477104372,480.9883431313116,2,2,1
3686,152,2,17,10.593629747731049,317.80889243193144,2,2,0
5512,99,3,5,15.090463075691101,452.713892270733,3,2,1
1415,98,0,12,18.958471541770066,568.754146253102,3,2,1
2471,57,0,9,17.573628466503294,527.2088539950988,3,2,1
5180,118,1,13,19.057492834598364,571.7247850379509,3,2,1
5262,126,1,18,19.74207160319228,592.2621480957683,3,2,1
3431,181,1,9,8.128041524073954,243.84124572221862,2,2,0
3515,85,0,4,15.47289531652973,464.1868594958919,2,2,1
2095,158,0,8,12.954072773106876,388.6221831932063,3,2,0
1809,57,0,1,18.31825388402146,549.5476165206437,3,2,1
4044,246,4,17,11.02177642410958,330.6532927232874,3,2,1
1992,121,1,9,19.772353869380915,593.1706160814274,2,2,1
2281,173,2,13,15.364495634524967,460.93486903574905,2,2,1
5370,0,0,2,17.522448826745972,525.6734648023792,2,2,1
2773,97,0,13,9.02719463387322,270.8158390161966,3,2,1
4561,113,2,9,10.20149461710638,306.0448385131914,3,2,0
4816,95,3,6,17.10084407641044,513.0253222923131,3,2,1
2756,54,4,1,8.263838264471882,247.91514793415647,2,2,0
3373,93,1,5,17.802535830725393,534.0760749217618,3,2,1
3576,83,2,3,8.167388224302938,245.02164672908813,3,2,0
1891,96,0,4,15.88542606873528,476.5627820620584,2,2,1
5184,69,1,1,12.38112704278167,371.43381128345015,3,2,0
1707,190,0,14,15.337938232630389,460.13814697891166,2,2,1
3397,160,2,9,16.352376883869365,490.57130651608094,2,2,1
5482,78,2,4,12.10970263023565,363.2910789070695,3,2,1
3134,272,3,18,9.295549377330026,278.8664813199008,3,2,1
3354,206,2,14,8.835750412979188,265.0725123893756,3,2,0
5535,49,4,4,15.067232270750575,452.01696812251726,3,2,1
1976,135,2,10,14.247864244809339,427.4359273442802,2,2,0
1734,0,0,3,16.90641210945359,507.19236328360773,3,2,1
3468,39,4,7,14.116826120047246,423.5047836014174,3,2,1
3540,115,5,10,13.06934948037055,392.08048441111646,3,2,1
1632,103,1,13,12.77704613883477,383.3113841650431,3,2,0
5268,57,3,4,8.317362831172009,249.52088493516027,2,2,0
5099,192,1,18,12.026686420359885,360.80059261079657,2,2,1
3901,167,0,11,19.71224189029393,591.367256708818,3,2,1
2663,113,1,4,18.482666914725066,554.4800074417519,2,2,1
3015,158,0,14,11.952536804410613,358.5761041323184,3,2,1
4181,130,0,18,15.053544860796466,451.60634582389395,2,2,1
5063,86,3,8,18.167560946425926,545.0268283927778,2,2,1
3630,140,1,10,13.295292041000824,398.8587612300247,2,2,1
4872,41,1,5,8.215494365001812,246.46483095005433,3,2,0
2054,40,1,7,8.89412554182368,266.8237662547104,2,2,0
1380,150,1,12,14.12471265618448,423.7413796855344,3,2,0
4082,62,2,3,19.63327250811054,588.9981752433162,3,2,1
3391,58,1,4,16.318514506626414,489.55543519879245,2,2,1
2592,159,1,10,8.850994297262835,265.529828917885,3,2,0
5261,105,0,4,10.272330509502353,308.1699152850706,3,2,0
3747,236,3,15,17.2558777186022,517.676331558066,3,2,1
3389,88,1,10,18.09727711947494,542.9183135842482,3,2,1
4553,185,2,16,15.41233503426309,462.3700510278927,2,2,1
4027,155,1,15,15.7330780355578,471.99234106673396,2,2,1
2207,200,1,19,8.340049404600617,250.2014821380185,3,2,0
4853,151,3,19,17.9423631149781,538.270893449343,2,2,1
1544,117,0,18,17.459302498049954,523.7790749414986,3,2,1
4081,149,5,12,11.108421729240167,333.252651877205,3,2,1
4663,124,0,16,16.504120639586084,495.1236191875825,2,2,1
3239,80,1,1,10.578255277099977,317.34765831299933,3,2,0
3367,112,3,16,8.483961932618156,254.51885797854467,2,2,1
4773,14,5,2,10.413638511084528,312.4091553325359,2,2,1
3627,138,1,15,10.143546521051594,304.3063956315478,2,2,0
4931,39,3,7,12.052975960818166,361.589278824545,3,2,0
3474,105,0,1,13.021393966105498,390.6418189831649,2,2,0
4130,72,2,5,14.102466697972496,423.0740009391749,3,2,1
4507,85,0,10,13.721046506099938,411.6313951829982,3,2,1
1096,80,0,4,11.248095271583473,337.4428581475042,3,2,0
4858,192,3,14,8.350048022888894,250.5014406866668,3,2,0
3708,142,0,13,15.261219466845809,457.8365840053743,3,2,1
4336,45,2,1,12.748937958168252,382.46813874504755,2,2,0
1456,118,0,16,11.584065888650596,347.52197665951786,3,2,0
5368,132,1,9,18.403292513966147,552.0987754189844,3,2,1
3987,224,2,16,16.960919693577917,508.8275908073375,3,2,1
5088,188,3,19,18.293186580469307,548.7955974140792,3,2,1
4884,131,3,15,13.939793536549532,418.19380609648596,3,2,1
2031,149,0,14,9.57117502552133,287.13525076563985,3,2,1
1207,115,1,10,16.35465723345527,490.6397170036581,3,2,1
2937,87,2,12,10.472885359246103,314.1865607773831,3,2,0
2146,17,0,1,13.2947560291006,398.842680873018,3,2,0
5299,252,3,17,8.780009467386662,263.4002840215999,2,2,0
3564,63,3,9,17.903700829075788,537.1110248722737,3,2,1
1442,164,2,19,9.511287692570008,285.3386307771002,3,2,0
5784,146,2,18,18.837170084591715,565.1151025377515,3,2,1
1832,61,2,7,18.370767227138685,551.1230168141606,3,2,1
2461,84,0,9,13.574993173270952,407.2497951981286,3,2,1
4516,153,2,12,16.932418451647887,507.9725535494366,2,2,1
2159,148,2,7,15.43334088581784,463.0002265745352,3,2,1
1386,160,2,14,17.636907708052938,529.1072312415881,3,2,1
3041,132,2,15,13.181661209430946,395.44983628292835,2,2,1
3553,211,0,15,17.4297018109322,522.891054327966,3,2,1
2718,0,0,6,13.549481804781776,406.48445414345326,3,2,0
5775,173,1,14,19.291589454113527,578.7476836234058,3,2,1
5050,9,1,2,13.836465209901771,415.0939562970531,2,2,1
4409,101,2,8,13.551431263204755,406.54293789614263,3,2,1
1689,156,0,13,17.420862338762152,522.6258701628645,3,2,1
2169,18,1,6,17.858932301130054,535.7679690339016,3,2,1
5988,90,3,5,14.65386937185405,439.6160811556215,2,2,1
1952,78,0,5,10.157573761940904,304.7272128582271,3,2,0
5879,106,2,1,13.613098771490954,408.3929631447286,3,2,1
5590,225,3,9,19.61687003491614,588.5061010474842,3,2,1
4496,15,0,6,17.035834316470222,511.0750294941067,3,2,1
4917,142,0,7,17.733951246549587,532.0185373964877,2,2,1
5842,115,3,9,8.393905985830882,251.81717957492646,3,2,0
3484,62,5,5,13.614313551609918,408.42940654829755,3,2,1
2854,156,0,14,15.759453603890664,472.7836081167199,3,2,1
4439,22,1,5,17.960392203536898,538.8117661061069,3,2,1
4231,54,2,8,8.591283842993258,257.73851528979776,3,2,0
3597,31,3,7,18.229266627702476,546.8779988310743,2,2,1
4983,160,1,13,14.580811240902941,437.42433722708824,3,2,1
3191,157,2,13,10.36776764691272,311.0330294073816,2,2,1
3635,66,1,8,11.8070625973964,354.211877921892,2,2,0
1656,183,1,11,11.383154621018729,341.4946386305619,3,2,1
4812,167,4,18,14.37030841146171,431.1092523438513,3,2,1
4340,238,1,19,8.620228158933582,258.6068447680075,3,2,0
4911,112,6,6,9.902433901999082,297.07301705997247,3,2,1
2796,18,0,2,17.75231652050939,532.5694956152817,3,2,1
5363,149,4,13,9.591247888961732,287.73743666885196,3,2,1
2762,82,3,11,10.800755233497524,324.02265700492575,3,2,1
5472,61,3,1,13.440447267249887,403.2134180174966,2,2,1
4285,47,0,2,14.205450657359965,426.16351972079894,3,2,0
2585,192,1,17,17.163325755369904,514.8997726610971,3,2,1
4563,144,3,8,13.367989119994252,401.03967359982755,3,2,1
3440,55,1,2,17.478375452426466,524.351263572794,2,2,1
5584,23,1,6,15.42015568454549,462.6046705363647,2,2,1
5817,112,1,5,9.357196873085869,280.7159061925761,2,2,0
4100,163,1,16,9.875977260714063,296.2793178214219,2,2,1
4244,23,1,8,13.24440470539725,397.3321411619175,3,2,1
2040,209,3,19,12.762672717068476,382.88018151205426,2,2,1
4127,178,1,16,16.922531235647536,507.6759370694261,2,2,1
3273,119,0,13,14.968845677568222,449.06537032704665,2,2,1
4629,88,2,7,12.657596972026992,379.72790916080976,2,2,1
3114,149,3,16,10.049123401404628,301.4737020421388,2,2,1
2677,179,1,16,10.72204522790594,321.66135683717823,3,2,1
4094,146,3,12,14.906012221628707,447.1803666488612,3,2,1
1998,110,1,14,13.08126565879751,392.43796976392525,2,2,0
3284,253,3,18,14.179130106328065,425.37390318984194,3,2,1
2589,152,1,18,10.048129223626804,301.4438767088041,3,2,0
2161,59,2,16,15.95487502813479,478.6462508440437,2,2,1
3520,159,4,16,18.230464890271605,546.9139467081482,3,2,1
4855,185,2,13,11.095274081442806,332.8582224432842,3,2,1
5648,108,3,9,13.898170709981919,416.9451212994576,3,2,1
1694,36,0,9,19.70632794825082,591.1898384475246,3,2,1
5412,107,3,13,11.998900886608732,359.96702659826195,2,2,1
5863,23,1,4,15.140556139085135,454.21668417255404,3,2,1
4798,93,3,9,9.082348402402932,272.47045207208794,3,2,0
4683,149,2,15,15.272180029753319,458.16540089259956,3,2,1
2971,181,4,14,9.075581279655415,272.26743838966246,2,2,0
2503,192,1,19,19.510825223885863,585.3247567165758,3,2,1
4249,133,0,12,16.587951824867737,497.6385547460321,3,2,1
5218,169,4,6,17.457917457628476,523.7375237288543,3,2,1
4242,98,2,3,16.449252329259643,493.4775698777893,2,2,1
2868,193,1,16,15.07674843291759,452.3024529875277,3,2,1
2671,98,1,17,13.398953373026064,401.9686011907819,3,2,1
2082,132,1,16,18.30048055713275,549.0144167139825,3,2,1
2728,19,1,6,19.482028010516757,584.4608403155028,3,2,1
4851,73,2,8,13.988434074848975,419.65302224546923,3,2,1
3142,218,1,19,19.178420589863144,575.3526176958943,3,2,1
2148,35,1,2,14.99999491986221,449.9998475958663,3,2,1
1253,194,2,14,14.460610242757198,433.818307282716,3,2,1
5102,173,4,12,13.453792795464281,403.61378386392846,3,2,1
4542,178,2,17,10.51145313836144,315.34359415084316,2,2,1
3775,213,4,15,8.04463592981671,241.33907789450132,3,2,1
5637,238,2,18,10.898074722272735,326.9422416681821,3,2,1
4333,191,3,16,14.116678059242782,423.50034177728344,3,2,1
5184,173,6,13,12.559519427117031,376.7855828135109,3,2,1
4279,206,3,17,13.381822736031605,401.45468208094815,3,2,1
5308,57,4,8,19.767778634768597,593.0333590430579,3,2,1
3881,43,2,1,12.203268448031931,366.0980534409579,2,2,1
1265,58,1,3,13.426195272321294,402.7858581696388,3,2,1
3340,153,2,16,9.602186616233835,288.06559848701505,2,2,1
4148,24,2,2,8.575492789243851,257.26478367731556,2,2,0
4359,194,1,15,17.304914175109936,519.147425253298,3,2,1
2004,59,3,1,14.848198100863744,445.4459430259123,3,2,1
3094,127,3,9,17.12845767252674,513.8537301758022,3,2,1
5717,224,2,16,9.798353586638619,293.95060759915856,2,2,1
4271,64,2,4,14.86194525419229,445.85835762576875,2,2,1
5522,115,1,12,11.043709692096506,331.31129076289517,3,2,0
1209,97,1,1,10.736741802800239,322.1022540840072,3,2,0
1887,0,0,1,8.138312168635823,244.14936505907468,2,2,0
1153,88,0,7,9.564088682828864,286.9226604848659,3,2,0
4593,159,3,18,11.711217337996345,351.33652013989035,3,2,1
1414,166,1,15,9.402545127091269,282.0763538127381,3,2,1
4424,156,0,13,19.83030128493125,594.9090385479375,3,2,1
2284,188,1,16,11.703591782287408,351.1077534686222,2,2,1
4148,132,1,7,9.563887360427938,286.9166208128381,3,2,0
1768,147,0,16,10.388987753935492,311.6696326180648,3,2,0
1982,141,3,13,15.052438740097717,451.5731622029315,2,2,1
4202,178,3,14,8.768522286377461,263.05566859132387,3,2,0
5674,211,2,17,18.349209561693883,550.4762868508165,3,2,1
4526,78,1,12,19.537996150845768,586.1398845253731,3,2,1
3787,146,0,13,10.96096904800857,328.8290714402571,2,2,0
3210,134,0,15,13.401143223090312,402.03429669270935,2,2,0
2038,65,0,4,8.265613412353964,247.96840237061895,2,2,0
4932,31,0,2,15.688522696726658,470.6556809017997,3,2,1
1541,145,0,18,12.967112696631066,389.013380898932,3,2,1
1358,10,1,2,11.240701593218668,337.2210477965601,2,2,0
1849,158,3,15,10.482045327399302,314.46135982197904,3,2,0
5522,201,1,19,15.848276931905126,475.44830795715376,3,2,1
3544,130,1,15,12.994604372387773,389.83813117163317,3,2,1
5581,177,4,10,10.155911468358944,304.67734405076834,3,2,1
2831,216,0,11,16.269308977841888,488.07926933525664,3,2,1
2472,131,1,10,14.780867396440325,443.42602189320974,3,2,1
2436,73,1,5,18.304064659153955,549.1219397746187,3,2,1
1329,65,0,9,9.409710786517914,282.29132359553745,2,2,0
5354,216,4,19,17.427999223333472,522.8399767000042,2,2,1
5238,208,3,13,16.082201441807108,482.4660432542132,2,2,1
5008,261,2,18,9.380131241937175,281.40393725811526,3,2,0
5722,231,2,17,16.337848758460648,490.13546275381947,2,2,1
2388,111,0,6,13.298567466557966,398.957023996739,2,2,0
5185,146,4,10,19.339817426670116,580.1945228001035,3,2,1
1719,4,0,2,9.699336207414792,290.98008622244373,2,2,0
4235,99,5,6,15.714000689788856,471.42002069366566,2,2,1
5576,145,4,13,12.583760545555352,377.51281636666056,2,2,1
3131,175,1,18,19.481776047090534,584.453281412716,3,2,1
2100,67,2,7,11.959698743483317,358.7909623044995,2,2,0
1672,81,1,2,19.546230913901603,586.3869274170481,3,2,1
1516,136,1,14,18.81783021320899,564.5349063962697,3,2,1
3532,60,1,5,11.244598823727877,337.3379647118363,3,2,1
4670,145,0,18,17.64250132191713,529.275039657514,3,2,1
1781,127,0,11,19.94725042164207,598.4175126492621,3,2,1
4523,174,1,10,11.031956026055388,330.95868078166166,2,2,0
4558,137,4,11,13.241326031879836,397.23978095639507,2,2,1
3386,77,4,2,14.242168838801117,427.2650651640335,2,2,1
5782,242,3,15,11.539173629646372,346.1752088893912,2,2,1
2589,134,0,7,8.183178075752357,245.49534227257072,2,2,0
5995,145,4,9,10.64155093037032,319.2465279111096,2,2,1
2501,91,0,5,11.383242612101101,341.49727836303305,3,2,0
4794,66,1,7,13.323196415818245,399.69589247454735,3,2,1
5318,42,5,2,10.053229740960823,301.5968922288247,2,2,0
4080,59,0,3,18.47905228030007,554.3715684090021,3,2,1
2076,52,0,2,16.458933592776035,493.76800778328106,2,2,1
2100,158,2,19,9.022405730715944,270.6721719214783,2,2,1
1502,90,0,4,15.801109413679177,474.0332824103753,3,2,1
2339,89,3,7,15.843877716867445,475.31633150602335,2,2,1
4885,136,1,7,19.474654083723532,584.239622511706,2,2,1
1623,163,0,17,8.036250456273935,241.08751368821805,3,2,0
2886,181,1,19,10.975189397669686,329.2556819300906,3,2,1
4350,120,0,16,19.133497752503786,574.0049325751136,3,2,1
2050,25,1,3,19.185606984779398,575.568209543382,2,2,1
4772,217,3,15,16.64703703244765,499.41111097342946,3,2,1
4916,157,1,14,17.18915985257048,515.6747955771144,3,2,1
5018,175,2,15,9.097795495155765,272.93386485467295,3,2,0
2329,211,1,14,14.166510017338803,424.9953005201641,3,2,1
5114,38,1,7,10.778995895467993,323.3698768640398,3,2,1
4367,85,1,3,10.174616523363408,305.23849570090226,2,2,0
4951,117,3,17,17.72363958947999,531.7091876843997,3,2,1
3497,107,3,10,9.620457640166569,288.61372920499707,3,2,1
2573,109,1,15,13.623819643956622,408.7145893186987,3,2,1
3634,112,0,6,19.262938875032397,577.888166250972,3,2,1
3768,95,1,17,10.22998466678411,306.8995400035233,3,2,1
2211,156,0,17,19.735921084858816,592.0776325457645,3,2,1
1775,100,1,14,19.93145582913271,597.9436748739813,3,2,1
2160,144,1,18,14.667405856188836,440.02217568566505,3,2,1
3383,46,1,5,10.041712882125895,301.25138646377684,3,2,0
3654,156,2,8,11.793258655290748,353.79775965872244,2,2,1
4540,82,2,7,13.093913992118422,392.81741976355266,2,2,1
5697,131,0,4,11.711890692298676,351.35672076896026,3,2,1
